Date,date,spy_price,spy_return,vix,prob,actual_crash,signal,stock_balance,has_active_option,option_start_idx,option_expiry_idx,strike_price,option_price,option_cost,option_exist_dollar_return,option_balance,cash_balance,exit_type,strategy_balance,strategy_return,cum_strategy_dollar_return,cum_strategy_return,benchmark_balance,cum_benchmark_dollar_return,cum_benchmark_return,benchmark_return,strategy_peak,benchmark_peak,strategy_drawdown,benchmark_drawdown
2024-02-13,2024-02-13,486.36,-0.013768630234208601,15.85,0.1592931290163124,0.0,0,486.36,False,-1,-1,,,,,0.0,0.0,,486.36,-0.013768630234208601,17.120000000000005,0.03648452817321628,486.36,17.120000000000005,0.03648452817321628,-0.013768630234208601,0.051423578552553056,0.051423578552553056,-0.014208403429474818,-0.014208403429474818
2024-02-14,2024-02-14,490.78,0.00908791841434331,14.38,0.19,0.0,0,490.78,False,-1,-1,,,,,0.0,0.0,,490.78,0.00908791841434331,21.539999999999964,0.04590401500298347,490.78,21.539999999999964,0.04590401500298347,0.00908791841434331,0.051423578552553056,0.051423578552553056,-0.005249609826296764,-0.005249609826296764
2024-02-15,2024-02-15,494.17,0.006907371938546847,14.01,0.17,0.0,0,494.17,False,-1,-1,,,,,0.0,0.0,,494.17,0.006907371938546847,24.930000000000007,0.053128463046628605,494.17,24.930000000000007,0.053128463046628605,0.006907371938546847,0.053128463046628605,0.053128463046628605,0.0,0.0
2024-02-16,2024-02-16,491.7,-0.004998279944148809,14.24,0.17,0.0,0,491.7,False,-1,-1,,,,,0.0,0.0,,491.7,-0.004998279944148809,22.45999999999998,0.04786463217117036,491.7,22.45999999999998,0.04786463217117036,-0.004998279944148809,0.053128463046628605,0.053128463046628605,-0.004998279944148828,-0.004998279944148828
2024-02-20,2024-02-20,489.0,-0.005491153142159866,15.42,0.15920177272678324,0.0,0,489.0,False,-1,-1,,,,,0.0,0.0,,489.0,-0.005491153142159866,19.75999999999999,0.04211064700366548,489.0,19.75999999999999,0.04211064700366548,-0.005491153142159866,0.053128463046628605,0.053128463046628605,-0.010461986765687955,-0.010461986765687955
2024-02-21,2024-02-21,489.44,0.0008997955010225933,15.34,0.19882076947137942,0.0,0,489.44,False,-1,-1,,,,,0.0,0.0,,489.44,0.0008997955010225933,20.19999999999999,0.043048333475407013,489.44,20.19999999999999,0.043048333475407013,0.0008997955010225933,0.053128463046628605,0.053128463046628605,-0.009571604913288987,-0.009571604913288987
2024-02-22,2024-02-22,499.57,0.02069712324288986,14.54,0.17,0.0,0,499.57,False,-1,-1,,,,,0.0,0.0,,499.57,0.02069712324288986,30.329999999999984,0.06463643338163835,499.57,30.329999999999984,0.06463643338163835,0.02069712324288986,0.06463643338163835,0.06463643338163835,0.0,0.0
2024-02-23,2024-02-23,499.91,0.0006805853033609033,13.75,0.17,0.0,0,499.91,False,-1,-1,,,,,0.0,0.0,,499.91,0.0006805853033609033,30.670000000000016,0.06536100929162053,499.91,30.670000000000016,0.06536100929162053,0.0006805853033609033,0.06536100929162053,0.06536100929162053,0.0,0.0
2024-02-26,2024-02-26,498.08,-0.0036606589186054528,13.74,0.17,0.0,0,498.08,False,-1,-1,,,,,0.0,0.0,,498.08,-0.0036606589186054528,28.839999999999975,0.06146108601142267,498.08,28.839999999999975,0.06146108601142267,-0.0036606589186054528,0.06536100929162053,0.06536100929162053,-0.003660658918605434,-0.003660658918605434
2024-02-27,2024-02-27,499.01,0.0018671699325409907,13.43,0.16,0.0,0,499.01,False,-1,-1,,,,,0.0,0.0,,499.01,0.0018671699325409907,29.769999999999982,0.06344301423578548,499.01,29.769999999999982,0.06344301423578548,0.0018671699325409907,0.06536100929162053,0.06536100929162053,-0.0018003240583305776,-0.0018003240583305776
2024-02-28,2024-02-28,498.35,-0.0013226187851945737,13.84,0.17,0.0,0,498.35,False,-1,-1,,,,,0.0,0.0,,498.35,-0.0013226187851945737,29.110000000000014,0.062036484528173244,498.35,29.110000000000014,0.062036484528173244,-0.0013226187851945737,0.06536100929162053,0.06536100929162053,-0.0031205617011062087,-0.0031205617011062087
2024-02-29,2024-02-29,500.14,0.003591853115280319,13.4,0.15,0.0,0,500.14,False,-1,-1,,,,,0.0,0.0,,500.14,0.003591853115280319,30.899999999999977,0.06585116358366716,500.14,30.899999999999977,0.06585116358366716,0.003591853115280319,0.06585116358366716,0.06585116358366716,0.0,0.0
2024-03-01,2024-03-01,504.84,0.009397368736753675,13.11,0.17,0.0,0,504.84,False,-1,-1,,,,,0.0,0.0,,504.84,0.009397368736753675,35.599999999999966,0.07586735998636085,504.84,35.599999999999966,0.07586735998636085,0.009397368736753675,0.07586735998636085,0.07586735998636085,0.0,0.0
2024-03-04,2024-03-04,504.29,-0.0010894540844622602,13.49,0.1799086437104708,0.0,0,504.29,False,-1,-1,,,,,0.0,0.0,,504.29,-0.0010894540844622602,35.05000000000001,0.07469525189668402,504.29,35.05000000000001,0.07469525189668402,-0.0010894540844622602,0.07586735998636085,0.07586735998636085,-0.0010894540844623131,-0.0010894540844623131
2024-03-05,2024-03-05,499.25,-0.00999424934065718,14.46,0.23990864371047083,0.0,0,499.25,False,-1,-1,,,,,0.0,0.0,,499.25,-0.00999424934065718,30.00999999999999,0.06395447958400816,499.25,30.00999999999999,0.06395447958400816,-0.00999424934065718,0.07586735998636085,0.07586735998636085,-0.011072815149354208,-0.011072815149354208
2024-03-06,2024-03-06,501.78,0.005067601402103161,14.5,0.19969738651994498,0.0,0,501.78,False,-1,-1,,,,,0.0,0.0,,501.78,0.005067601402103161,32.539999999999964,0.06934617679652195,501.78,32.539999999999964,0.06934617679652195,0.005067601402103161,0.07586735998636085,0.07586735998636085,-0.0060613263608271985,-0.0060613263608271985
2024-03-07,2024-03-07,506.77,0.009944597233847441,14.44,0.19,0.0,0,506.77,False,-1,-1,,,,,0.0,0.0,,506.77,0.009944597233847441,37.52999999999997,0.07998039382831808,506.77,37.52999999999997,0.07998039382831808,0.009944597233847441,0.07998039382831808,0.07998039382831808,0.0,0.0
2024-03-08,2024-03-08,503.72,-0.006018509382954673,14.74,0.2292931290163124,0.0,0,503.72,False,-1,-1,,,,,0.0,0.0,,503.72,-0.006018509382954673,34.48000000000002,0.07348052169465523,503.72,34.48000000000002,0.07348052169465523,-0.006018509382954673,0.07998039382831808,0.07998039382831808,-0.0060185093829547036,-0.0060185093829547036
2024-03-11,2024-03-11,503.29,-0.0008536488525371366,15.22,0.2585663943895449,0.0,0,503.29,False,-1,-1,,,,,0.0,0.0,,503.29,-0.0008536488525371366,34.05000000000001,0.07256414627908961,503.29,34.05000000000001,0.07256414627908961,-0.0008536488525371366,0.07998039382831808,0.07998039382831808,-0.006867020541863107,-0.006867020541863107
2024-03-12,2024-03-12,508.7,0.010749269804685158,13.84,0.1894868574504351,0.0,0,508.7,False,-1,-1,,,,,0.0,0.0,,508.7,0.010749269804685158,39.45999999999998,0.08409342767027529,508.7,39.45999999999998,0.08409342767027529,0.010749269804685158,0.08409342767027529,0.08409342767027529,0.0,0.0
2024-03-13,2024-03-13,507.91,-0.001552978179673592,13.75,0.19990864371047082,0.0,0,507.91,False,-1,-1,,,,,0.0,0.0,,507.91,-0.001552978179673592,38.670000000000016,0.08240985423237579,507.91,38.670000000000016,0.08240985423237579,-0.001552978179673592,0.08409342767027529,0.08409342767027529,-0.001552978179673604,-0.001552978179673604
2024-03-14,2024-03-14,506.9,-0.0019885412769979904,14.4,0.18920177272678323,0.0,0,506.9,False,-1,-1,,,,,0.0,0.0,,506.9,-0.0019885412769979904,37.65999999999997,0.08025743755860533,506.9,37.65999999999997,0.08025743755860533,-0.0019885412769979904,0.08409342767027529,0.08409342767027529,-0.003538431295459039,-0.003538431295459039
2024-03-15,2024-03-15,503.42,-0.006865259420003822,14.41,0.1881138984876918,0.0,0,503.42,False,-1,-1,,,,,0.0,0.0,,503.42,-0.006865259420003822,34.18000000000001,0.07284119000937687,503.42,34.18000000000001,0.07284119000937687,-0.006865259420003822,0.08409342767027529,0.08409342767027529,-0.010379398466679719,-0.010379398466679719
2024-03-18,2024-03-18,506.41,0.005939374677207843,14.33,0.18882076947137943,0.0,0,506.41,False,-1,-1,,,,,0.0,0.0,,506.41,0.005939374677207843,37.170000000000016,0.07921319580598418,506.41,37.170000000000016,0.07921319580598418,0.005939374677207843,0.08409342767027529,0.08409342767027529,-0.004501670925889444,-0.004501670925889444
2024-03-19,2024-03-19,509.23,0.005568610414486308,13.82,0.22,0.0,0,509.23,False,-1,-1,,,,,0.0,0.0,,509.23,0.005568610414486308,39.99000000000001,0.08522291364760039,509.23,39.99000000000001,0.08522291364760039,0.005568610414486308,0.08522291364760039,0.08522291364760039,0.0,0.0
2024-03-20,2024-03-20,513.94,0.00924925868468085,13.04,0.18,0.0,0,513.94,False,-1,-1,,,,,0.0,0.0,,513.94,0.00924925868468085,44.700000000000045,0.09526042110647014,513.94,44.700000000000045,0.09526042110647014,0.00924925868468085,0.09526042110647014,0.09526042110647014,0.0,0.0
2024-03-21,2024-03-21,515.64,0.003307779118184806,12.92,0.16,0.0,0,515.64,False,-1,-1,,,,,0.0,0.0,,515.64,0.003307779118184806,46.39999999999998,0.09888330065638049,515.64,46.39999999999998,0.09888330065638049,0.003307779118184806,0.09888330065638049,0.09888330065638049,0.0,0.0
2024-03-22,2024-03-22,514.66,-0.0019005507718563575,13.06,0.16,0.0,0,514.66,False,-1,-1,,,,,0.0,0.0,,514.66,-0.0019005507718563575,45.41999999999996,0.09679481715113793,514.66,45.41999999999996,0.09679481715113793,-0.0019005507718563575,0.09888330065638049,0.09888330065638049,-0.001900550771856369,-0.001900550771856369
2024-03-25,2024-03-25,513.24,-0.0027591030971902963,13.19,0.18,0.0,0,513.24,False,-1,-1,,,,,0.0,0.0,,513.24,-0.0027591030971902963,44.0,0.09376864717415395,513.24,44.0,0.09376864717415395,-0.0027591030971902963,0.09888330065638049,0.09888330065638049,-0.004654410053525674,-0.004654410053525674
2024-03-26,2024-03-26,512.29,-0.0018509858935391588,13.24,0.15,0.0,0,512.29,False,-1,-1,,,,,0.0,0.0,,512.29,-0.0018509858935391588,43.049999999999955,0.09174409683743917,512.29,43.049999999999955,0.09174409683743917,-0.0018509858935391588,0.09888330065638049,0.09888330065638049,-0.006496780699713022,-0.006496780699713022
2024-03-27,2024-03-27,516.6,0.008413203458978336,12.78,0.16,0.0,0,516.6,False,-1,-1,,,,,0.0,0.0,,516.6,0.008413203458978336,47.360000000000014,0.10092916204927119,516.6,47.360000000000014,0.10092916204927119,0.008413203458978336,0.10092916204927119,0.10092916204927119,0.0,0.0
2024-03-28,2024-03-28,516.5,-0.00019357336430514405,13.01,0.15,0.0,0,516.5,False,-1,-1,,,,,0.0,0.0,,516.5,-0.00019357336430514405,47.25999999999999,0.1007160514875117,516.5,47.25999999999999,0.1007160514875117,-0.00019357336430514405,0.10092916204927119,0.10092916204927119,-0.00019357336430511504,-0.00019357336430511504
2024-04-01,2024-04-01,515.6,-0.0017424975798644438,13.65,0.15,0.0,0,515.6,False,-1,-1,,,,,0.0,0.0,,515.6,-0.0017424975798644438,46.360000000000014,0.09879805643167679,515.6,46.360000000000014,0.09879805643167679,-0.0017424975798644438,0.10092916204927119,0.10092916204927119,-0.0019357336430507093,-0.0019357336430507093
2024-04-02,2024-04-02,512.32,-0.006361520558572531,14.61,0.17,0.0,0,512.32,False,-1,-1,,,,,0.0,0.0,,512.32,-0.006361520558572531,43.08000000000004,0.09180803000596718,512.32,43.08000000000004,0.09180803000596718,-0.006361520558572531,0.10092916204927119,0.10092916204927119,-0.008284939992257009,-0.008284939992257009
2024-04-03,2024-04-03,512.88,0.0010930668332291837,14.33,0.17,0.0,0,512.88,False,-1,-1,,,,,0.0,0.0,,512.88,0.0010930668332291837,43.639999999999986,0.09300144915181993,512.88,43.639999999999986,0.09300144915181993,0.0010930668332291837,0.10092916204927119,0.10092916204927119,-0.007200929152148717,-0.007200929152148717
2024-04-04,2024-04-04,506.62,-0.012205584152238269,16.35,0.1292931290163124,0.0,0,506.62,False,-1,-1,,,,,0.0,0.0,,506.62,-0.012205584152238269,37.379999999999995,0.07966072798567896,506.62,37.379999999999995,0.07966072798567896,-0.012205584152238269,0.10092916204927119,0.10092916204927119,-0.019318621757646183,-0.019318621757646183
2024-04-05,2024-04-05,511.91,0.010441751213927652,16.03,0.0792931290163124,0.0,0,511.91,False,-1,-1,,,,,0.0,0.0,,511.91,0.010441751213927652,42.670000000000016,0.09093427670275342,511.91,42.670000000000016,0.09093427670275342,0.010441751213927652,0.10092916204927119,0.10092916204927119,-0.009078590785907854,-0.009078590785907854
2024-04-08,2024-04-08,512.2,0.0005665058311030702,15.19,0.07,0.0,0,512.2,False,-1,-1,,,,,0.0,0.0,,512.2,0.0005665058311030702,42.960000000000036,0.09155229733185584,512.2,42.960000000000036,0.09155229733185584,0.0005665058311030702,0.10092916204927119,0.10092916204927119,-0.008517228029423108,-0.008517228029423108
2024-04-09,2024-04-09,512.79,0.0011518937914876126,14.98,0.09,0.0,0,512.79,False,-1,-1,,,,,0.0,0.0,,512.79,0.0011518937914876126,43.549999999999955,0.09280964964623636,512.79,43.549999999999955,0.09280964964623636,0.0011518937914876126,0.10092916204927119,0.10092916204927119,-0.007375145180023346,-0.007375145180023346
2024-04-10,2024-04-10,507.66,-0.010004095243666855,15.8,0.06,0.0,0,507.66,False,-1,-1,,,,,0.0,0.0,,507.66,-0.010004095243666855,38.420000000000016,0.0818770778279772,507.66,38.420000000000016,0.0818770778279772,-0.010004095243666855,0.10092916204927119,0.10092916204927119,-0.01730545876887339,-0.01730545876887339
2024-04-11,2024-04-11,511.49,0.007544419493361598,14.91,0.1383098613281016,0.0,0,511.49,False,-1,-1,,,,,0.0,0.0,,511.49,0.007544419493361598,42.25,0.09003921234336373,511.49,42.25,0.09003921234336373,0.007544419493361598,0.10092916204927119,0.10092916204927119,-0.009891598915989185,-0.009891598915989185
2024-04-12,2024-04-12,504.43,-0.013802811394162173,17.31,0.13850091897807298,0.0,0,504.43,False,-1,-1,,,,,0.0,0.0,,504.43,-0.013802811394162173,35.19,0.07499360668314721,504.43,35.19,0.07499360668314721,-0.013802811394162173,0.10092916204927119,0.10092916204927119,-0.023557878435927247,-0.023557878435927247
2024-04-15,2024-04-15,498.11,-0.01252899312094835,19.23,0.13636406778694712,0.0,0,498.11,False,-1,-1,,,,,0.0,0.0,,498.11,-0.01252899312094835,28.870000000000005,0.06152501917995057,498.11,28.870000000000005,0.06152501917995057,-0.01252899312094835,0.10092916204927119,0.10092916204927119,-0.03579171506000776,-0.03579171506000776
2024-04-16,2024-04-16,497.2,-0.0018269057035594782,18.4,0.10893681960137083,0.0,0,497.2,False,-1,-1,,,,,0.0,0.0,,497.2,-0.0018269057035594782,27.95999999999998,0.059585713067939604,497.2,27.95999999999998,0.059585713067939604,-0.0018269057035594782,0.10092916204927119,0.10092916204927119,-0.037553232675183956,-0.037553232675183956
2024-04-17,2024-04-17,494.26,-0.0059131134352373715,18.21,0.08,0.0,0,494.26,False,-1,-1,,,,,0.0,0.0,,494.26,-0.0059131134352373715,25.019999999999982,0.05332026255221205,494.26,25.019999999999982,0.05332026255221205,-0.0059131134352373715,0.10092916204927119,0.10092916204927119,-0.04324428958575306,-0.04324428958575306
2024-04-18,2024-04-18,493.24,-0.0020636911746853004,18.0,0.09875667618929325,0.0,0,493.24,False,-1,-1,,,,,0.0,0.0,,493.24,-0.0020636911746853004,24.0,0.05114653482226579,493.24,24.0,0.05114653482226579,-0.0020636911746853004,0.10092916204927119,0.10092916204927119,-0.04521873790166475,-0.04521873790166475
2024-04-19,2024-04-19,488.94,-0.00871786554212961,18.71,0.07,0.0,0,488.94,False,-1,-1,,,,,0.0,0.0,,488.94,-0.00871786554212961,19.69999999999999,0.04198278066660981,488.94,19.69999999999999,0.04198278066660981,-0.00871786554212961,0.10092916204927119,0.10092916204927119,-0.05354239256678286,-0.05354239256678286
2024-04-22,2024-04-22,493.44,0.00920358326174986,16.94,0.04,0.0,0,493.44,False,-1,-1,,,,,0.0,0.0,,493.44,0.00920358326174986,24.19999999999999,0.05157275594578465,493.44,24.19999999999999,0.05157275594578465,0.00920358326174986,0.10092916204927119,0.10092916204927119,-0.04483159117305463,-0.04483159117305463
2024-04-23,2024-04-23,499.3,0.01187581063553833,15.69,0.039412550066755675,0.0,0,499.3,False,-1,-1,,,,,0.0,0.0,,499.3,0.01187581063553833,30.060000000000002,0.06406103486488791,499.3,30.060000000000002,0.06406103486488791,0.01187581063553833,0.10092916204927119,0.10092916204927119,-0.0334881920247774,-0.0334881920247774
2024-04-24,2024-04-24,499.06,-0.00048067294211895373,15.97,0.04928736403856693,0.0,0,499.06,False,-1,-1,,,,,0.0,0.0,,499.06,-0.00048067294211895373,29.819999999999993,0.06354956951666522,499.06,29.819999999999993,0.06354956951666522,-0.00048067294211895373,0.10092916204927119,0.10092916204927119,-0.033952768099109604,-0.033952768099109604
2024-04-25,2024-04-25,497.16,-0.0038071574560172294,15.37,0.04924632898108789,0.0,0,497.16,False,-1,-1,,,,,0.0,0.0,,497.16,-0.0038071574560172294,27.920000000000016,0.059500468843235906,497.16,27.920000000000016,0.059500468843235906,-0.0038071574560172294,0.10092916204927119,0.10092916204927119,-0.03763066202090592,-0.03763066202090592
2024-04-26,2024-04-26,501.87,0.009473811247888042,15.03,0.04941255006675568,0.0,0,501.87,False,-1,-1,,,,,0.0,0.0,,501.87,0.009473811247888042,32.629999999999995,0.06953797630210552,501.87,32.629999999999995,0.06953797630210552,0.009473811247888042,0.10092916204927119,0.10092916204927119,-0.028513356562137084,-0.028513356562137084
2024-04-29,2024-04-29,503.65,0.0035467352103133454,14.67,0.04738991923224365,0.0,0,503.65,False,-1,-1,,,,,0.0,0.0,,503.65,0.0035467352103133454,34.40999999999997,0.0733313443014235,503.65,34.40999999999997,0.0733313443014235,0.0035467352103133454,0.10092916204927119,0.10092916204927119,-0.025067750677506866,-0.025067750677506866
2024-04-30,2024-04-30,495.67,-0.01584433634468374,15.65,0.02602692883094678,0.0,0,495.67,False,-1,-1,,,,,0.0,0.0,,495.67,-0.01584433634468374,26.430000000000007,0.05632512147302022,495.67,26.430000000000007,0.05632512147302022,-0.01584433634468374,0.10092916204927119,0.10092916204927119,-0.0405149051490515,-0.0405149051490515
2024-05-01,2024-05-01,494.06,-0.003248128795367955,15.39,0.035302145165065836,0.0,0,494.06,False,-1,-1,,,,,0.0,0.0,,494.06,-0.003248128795367955,24.819999999999993,0.05289404142869319,494.06,24.819999999999993,0.05289404142869319,-0.003248128795367955,0.10092916204927119,0.10092916204927119,-0.043631436314363184,-0.043631436314363184
2024-05-02,2024-05-02,498.68,0.00935109096061204,14.68,0.04910535350392001,0.0,0,498.68,False,-1,-1,,,,,0.0,0.0,,498.68,0.00935109096061204,29.439999999999998,0.06273974938197936,498.68,29.439999999999998,0.06273974938197936,0.00935109096061204,0.10092916204927119,0.10092916204927119,-0.03468834688346886,-0.03468834688346886
2024-05-03,2024-05-03,504.86,0.012392716772278822,13.49,0.027977369165487976,0.0,0,504.86,False,-1,-1,,,,,0.0,0.0,,504.86,0.012392716772278822,35.620000000000005,0.07590998209871282,504.86,35.620000000000005,0.07590998209871282,0.012392716772278822,0.10092916204927119,0.10092916204927119,-0.022725512969415426,-0.022725512969415426
2024-05-06,2024-05-06,510.08,0.010339500059422413,13.49,0.027977369165487976,0.0,0,510.08,False,-1,-1,,,,,0.0,0.0,,510.08,0.010339500059422413,40.839999999999975,0.08703435342255557,510.08,40.839999999999975,0.08703435342255557,0.010339500059422413,0.10092916204927119,0.10092916204927119,-0.012620983352690742,-0.012620983352690742
2024-05-07,2024-05-07,510.64,0.0010978670012546932,13.23,0.03685227081773031,0.0,0,510.64,False,-1,-1,,,,,0.0,0.0,,510.64,0.0010978670012546932,41.39999999999998,0.08822777256840844,510.64,41.39999999999998,0.08822777256840844,0.0010978670012546932,0.10092916204927119,0.10092916204927119,-0.011536972512582335,-0.011536972512582335
2024-05-08,2024-05-08,510.69,9.791634027878082e-05,13.0,0.01685227081773031,0.0,0,510.69,False,-1,-1,,,,,0.0,0.0,,510.69,9.791634027878082e-05,41.44999999999999,0.08833432784928819,510.69,41.44999999999999,0.08833432784928819,9.791634027878082e-05,0.10092916204927119,0.10092916204927119,-0.011440185830429779,-0.011440185830429779
2024-05-09,2024-05-09,513.63,0.0057569171121423235,12.69,0.026852270817730308,0.0,0,513.63,False,-1,-1,,,,,0.0,0.0,,513.63,0.0057569171121423235,44.389999999999986,0.09459977836501574,513.63,44.389999999999986,0.09459977836501574,0.0057569171121423235,0.10092916204927119,0.10092916204927119,-0.005749128919860682,-0.005749128919860682
2024-05-10,2024-05-10,514.29,0.001284971672215418,12.55,0.01,0.0,0,514.29,False,-1,-1,,,,,0.0,0.0,,514.29,0.001284971672215418,45.049999999999955,0.09600630807262799,514.29,45.049999999999955,0.09600630807262799,0.001284971672215418,0.10092916204927119,0.10092916204927119,-0.004471544715447263,-0.004471544715447263
2024-05-13,2024-05-13,514.36,0.00013610997686130943,13.6,0.03,0.0,0,514.36,False,-1,-1,,,,,0.0,0.0,,514.36,0.00013610997686130943,45.120000000000005,0.0961554854658597,514.36,45.120000000000005,0.0961554854658597,0.00013610997686130943,0.10092916204927119,0.10092916204927119,-0.004336043360433619,-0.004336043360433619
2024-05-14,2024-05-14,516.72,0.004588226145112451,13.42,0.02,0.0,0,516.72,False,-1,-1,,,,,0.0,0.0,,516.72,0.004588226145112451,47.48000000000002,0.10118489472338253,516.72,47.48000000000002,0.10118489472338253,0.004588226145112451,0.10118489472338253,0.10118489472338253,0.0,0.0
2024-05-15,2024-05-15,523.12,0.012385818238117352,12.45,0.03,0.0,0,523.12,False,-1,-1,,,,,0.0,0.0,,523.12,0.012385818238117352,53.879999999999995,0.1148239706759867,523.12,53.879999999999995,0.1148239706759867,0.012385818238117352,0.1148239706759867,0.1148239706759867,0.0,0.0
2024-05-16,2024-05-16,522.05,-0.002045419788958669,12.42,0.009833778914332212,0.0,0,522.05,False,-1,-1,,,,,0.0,0.0,,522.05,-0.002045419788958669,52.809999999999945,0.11254368766516057,522.05,52.809999999999945,0.11254368766516057,-0.002045419788958669,0.1148239706759867,0.1148239706759867,-0.0020454197889586546,-0.0020454197889586546
2024-05-17,2024-05-17,522.8,0.00143664399961696,11.99,0.01,0.0,0,522.8,False,-1,-1,,,,,0.0,0.0,,522.8,0.00143664399961696,53.559999999999945,0.11414201687835637,522.8,53.559999999999945,0.11414201687835637,0.00143664399961696,0.1148239706759867,0.1148239706759867,-0.0006117143294082664,-0.0006117143294082664
2024-05-20,2024-05-20,523.4,0.0011476664116296664,12.15,0.02,0.0,0,523.4,False,-1,-1,,,,,0.0,0.0,,523.4,0.0011476664116296664,54.15999999999997,0.11542068024891307,523.4,54.15999999999997,0.11542068024891307,0.0011476664116296664,0.11542068024891307,0.11542068024891307,0.0,0.0
2024-05-21,2024-05-21,524.68,0.0024455483377912035,11.86,0.02,0.0,0,524.68,False,-1,-1,,,,,0.0,0.0,,524.68,0.0024455483377912035,55.43999999999994,0.11814849543943386,524.68,55.43999999999994,0.11814849543943386,0.0024455483377912035,0.11814849543943386,0.11814849543943386,0.0,0.0
2024-05-22,2024-05-22,523.17,-0.002877944651978326,12.29,0.05983377891433221,0.0,0,523.17,False,-1,-1,,,,,0.0,0.0,,523.17,-0.002877944651978326,53.92999999999995,0.11493052595686631,523.17,53.92999999999995,0.11493052595686631,-0.002877944651978326,0.11814849543943386,0.11814849543943386,-0.002877944651978337,-0.002877944651978337
2024-05-23,2024-05-23,519.35,-0.007301641913718182,12.77,0.049833778914332216,0.0,0,519.35,False,-1,-1,,,,,0.0,0.0,,519.35,-0.007301641913718182,50.110000000000014,0.1067897024976558,519.35,50.110000000000014,0.1067897024976558,-0.007301641913718182,0.11814849543943386,0.11814849543943386,-0.01015857284440027,-0.01015857284440027
2024-05-24,2024-05-24,522.79,0.0066236641956289866,11.93,0.03,0.0,0,522.79,False,-1,-1,,,,,0.0,0.0,,522.79,0.0066236641956289866,53.549999999999955,0.11412070582218045,522.79,53.549999999999955,0.11412070582218045,0.0066236641956289866,0.11814849543943386,0.11814849543943386,-0.0036021956239993672,-0.0036021956239993672
2024-05-28,2024-05-28,523.15,0.0006886130186116723,12.92,0.01,0.0,0,523.15,False,-1,-1,,,,,0.0,0.0,,523.15,0.0006886130186116723,53.90999999999997,0.11488790384451446,523.15,53.90999999999997,0.11488790384451446,0.0006886130186116723,0.11814849543943386,0.11814849543943386,-0.002916063124189942,-0.002916063124189942
2024-05-29,2024-05-29,519.49,-0.006996081429800238,14.28,0.06985718565864377,0.0,0,519.49,False,-1,-1,,,,,0.0,0.0,,519.49,-0.006996081429800238,50.25,0.10708805728411899,519.49,50.25,0.10708805728411899,-0.006996081429800238,0.11814849543943386,0.11814849543943386,-0.00989174353891886,-0.00989174353891886
2024-05-30,2024-05-30,516.04,-0.006641128799399487,14.47,0.06969096457297598,0.0,0,516.04,False,-1,-1,,,,,0.0,0.0,,516.04,-0.006641128799399487,46.799999999999955,0.09973574290341819,516.04,46.799999999999955,0.09973574290341819,-0.006641128799399487,0.11814849543943386,0.11814849543943386,-0.016467179995425768,-0.016467179995425768
2024-05-31,2024-05-31,520.74,0.009107821099139768,12.92,0.01,0.0,0,520.74,False,-1,-1,,,,,0.0,0.0,,520.74,0.009107821099139768,51.5,0.109751939306112,520.74,51.5,0.109751939306112,0.009107821099139768,0.11814849543943386,0.11814849543943386,-0.0075093390256917485,-0.0075093390256917485
2024-06-03,2024-06-03,521.17,0.0008257479740367835,13.11,0.03,0.0,0,521.17,False,-1,-1,,,,,0.0,0.0,,521.17,0.0008257479740367835,51.92999999999995,0.1106683147216775,521.17,51.92999999999995,0.1106683147216775,0.0008257479740367835,0.11814849543943386,0.11814849543943386,-0.006689791873141712,-0.006689791873141712
2024-06-04,2024-06-04,521.75,0.001112880633958202,13.16,0.03,0.0,0,521.75,False,-1,-1,,,,,0.0,0.0,,521.75,0.001112880633958202,52.50999999999999,0.11190435597988234,521.75,52.50999999999999,0.11190435597988234,0.001112880633958202,0.11814849543943386,0.11814849543943386,-0.005584356179004259,-0.005584356179004259
2024-06-05,2024-06-05,527.95,0.01188308576904662,12.63,0.02,0.0,0,527.95,False,-1,-1,,,,,0.0,0.0,,527.95,0.01188308576904662,58.710000000000036,0.12511721080896776,527.95,58.710000000000036,0.12511721080896776,0.01188308576904662,0.12511721080896776,0.12511721080896776,0.0,0.0
2024-06-06,2024-06-06,527.94,-1.8941187612475652e-05,12.58,0.01,0.0,0,527.94,False,-1,-1,,,,,0.0,0.0,,527.94,-1.8941187612475652e-05,58.700000000000045,0.12509589975279184,527.94,58.700000000000045,0.12509589975279184,-1.8941187612475652e-05,0.12511721080896776,0.12511721080896776,-1.8941187612442882e-05,-1.8941187612442882e-05
2024-06-07,2024-06-07,527.3,-0.0012122589688223773,12.22,0.01983377891433221,0.0,0,527.3,False,-1,-1,,,,,0.0,0.0,,527.3,-0.0012122589688223773,58.059999999999945,0.12373199215753121,527.3,58.059999999999945,0.12373199215753121,-0.0012122589688223773,0.12511721080896776,0.12511721080896776,-0.0012311771948102799,-0.0012311771948102799
2024-06-10,2024-06-10,528.93,0.003091219419685265,12.74,0.01,0.0,0,528.93,False,-1,-1,,,,,0.0,0.0,,528.93,0.003091219419685265,59.68999999999994,0.12720569431421008,528.93,59.68999999999994,0.12720569431421008,0.003091219419685265,0.12720569431421008,0.12720569431421008,0.0,0.0
2024-06-11,2024-06-11,530.2,0.0024010738661073283,12.85,0.01,0.0,0,530.2,False,-1,-1,,,,,0.0,0.0,,530.2,0.0024010738661073283,60.960000000000036,0.12991219844855517,530.2,60.960000000000036,0.12991219844855517,0.0024010738661073283,0.12991219844855517,0.12991219844855517,0.0,0.0
